label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
Hello,0.7441197037696838,0.9096565246582031,0.6697789430618286,0.8795310258865356,0.6038973927497864,0.810303270816803,0.5562599301338196,0.7560839653015137,0.5115839838981628,0.7215960621833801,0.6424514055252075,0.7104653120040894,0.613474428653717,0.6242159008979797,0.5963276624679565,0.5749947428703308,0.5811744928359985,0.5402961373329163,0.6856803297996521,0.6872439980506897,0.6574624180793762,0.5985804796218872,0.6327191591262817,0.5583263635635376,0.6094955205917358,0.5348880887031555,0.726110577583313,0.6786682605743408,0.705255389213562,0.5858259201049805,0.6790630221366882,0.5416364669799805,0.6550285220146179,0.5147290825843811,0.7637937664985657,0.6798823475837708,0.7493699193000793,0.6007522940635681,0.7263389229774475,0.560596227645874,0.7014001607894897,0.5352182388305664
Hello,0.7441197037696838,0.9096565246582031,0.6697789430618286,0.8795310258865356,0.6038973927497864,0.810303270816803,0.5562599301338196,0.7560839653015137,0.5115839838981628,0.7215960621833801,0.6424514055252075,0.7104653120040894,0.613474428653717,0.6242159008979797,0.5963276624679565,0.5749947428703308,0.5811744928359985,0.5402961373329163,0.6856803297996521,0.6872439980506897,0.6574624180793762,0.5985804796218872,0.6327191591262817,0.5583263635635376,0.6094955205917358,0.5348880887031555,0.726110577583313,0.6786682605743408,0.705255389213562,0.5858259201049805,0.6790630221366882,0.5416364669799805,0.6550285220146179,0.5147290825843811,0.7637937664985657,0.6798823475837708,0.7493699193000793,0.6007522940635681,0.7263389229774475,0.560596227645874,0.7014001607894897,0.5352182388305664
Hello,0.7441197037696838,0.9096565246582031,0.6697789430618286,0.8795310258865356,0.6038973927497864,0.810303270816803,0.5562599301338196,0.7560839653015137,0.5115839838981628,0.7215960621833801,0.6424514055252075,0.7104653120040894,0.613474428653717,0.6242159008979797,0.5963276624679565,0.5749947428703308,0.5811744928359985,0.5402961373329163,0.6856803297996521,0.6872439980506897,0.6574624180793762,0.5985804796218872,0.6327191591262817,0.5583263635635376,0.6094955205917358,0.5348880887031555,0.726110577583313,0.6786682605743408,0.705255389213562,0.5858259201049805,0.6790630221366882,0.5416364669799805,0.6550285220146179,0.5147290825843811,0.7637937664985657,0.6798823475837708,0.7493699193000793,0.6007522940635681,0.7263389229774475,0.560596227645874,0.7014001607894897,0.5352182388305664
Hello,0.6431716084480286,0.865568995475769,0.5886171460151672,0.8354595899581909,0.5414056777954102,0.7740160226821899,0.5042003393173218,0.7289313673973083,0.4683898091316223,0.7010917067527771,0.573394775390625,0.6742708683013916,0.5546251535415649,0.6019237041473389,0.540215790271759,0.5586024522781372,0.5261865854263306,0.5232588052749634,0.6065027713775635,0.6642351150512695,0.602763831615448,0.5782568454742432,0.5932510495185852,0.5279144644737244,0.5817002058029175,0.4876132011413574,0.6385517120361328,0.6716139912605286,0.6413441896438599,0.5916516780853271,0.634577214717865,0.5440515875816345,0.6238587498664856,0.5048162937164307,0.6694924831390381,0.6956848502159119,0.6860008835792542,0.639865517616272,0.6915585994720459,0.6052640080451965,0.6916981339454651,0.5760368704795837
Hello,0.6431716084480286,0.865568995475769,0.5886171460151672,0.8354595899581909,0.5414056777954102,0.7740160226821899,0.5042003393173218,0.7289313673973083,0.4683898091316223,0.7010917067527771,0.573394775390625,0.6742708683013916,0.5546251535415649,0.6019237041473389,0.540215790271759,0.5586024522781372,0.5261865854263306,0.5232588052749634,0.6065027713775635,0.6642351150512695,0.602763831615448,0.5782568454742432,0.5932510495185852,0.5279144644737244,0.5817002058029175,0.4876132011413574,0.6385517120361328,0.6716139912605286,0.6413441896438599,0.5916516780853271,0.634577214717865,0.5440515875816345,0.6238587498664856,0.5048162937164307,0.6694924831390381,0.6956848502159119,0.6860008835792542,0.639865517616272,0.6915585994720459,0.6052640080451965,0.6916981339454651,0.5760368704795837
Hello,0.6431716084480286,0.865568995475769,0.5886171460151672,0.8354595899581909,0.5414056777954102,0.7740160226821899,0.5042003393173218,0.7289313673973083,0.4683898091316223,0.7010917067527771,0.573394775390625,0.6742708683013916,0.5546251535415649,0.6019237041473389,0.540215790271759,0.5586024522781372,0.5261865854263306,0.5232588052749634,0.6065027713775635,0.6642351150512695,0.602763831615448,0.5782568454742432,0.5932510495185852,0.5279144644737244,0.5817002058029175,0.4876132011413574,0.6385517120361328,0.6716139912605286,0.6413441896438599,0.5916516780853271,0.634577214717865,0.5440515875816345,0.6238587498664856,0.5048162937164307,0.6694924831390381,0.6956848502159119,0.6860008835792542,0.639865517616272,0.6915585994720459,0.6052640080451965,0.6916981339454651,0.5760368704795837
Hello,0.6111236810684204,0.8230196237564087,0.5616599321365356,0.8046902418136597,0.5184516906738281,0.7536405920982361,0.4828222990036011,0.7135510444641113,0.44879478216171265,0.6884337663650513,0.5437774062156677,0.6582680940628052,0.5233744382858276,0.5844768285751343,0.5101239681243896,0.5372112989425659,0.5001760125160217,0.4983944892883301,0.5763179063796997,0.6458488702774048,0.5644029974937439,0.5636470913887024,0.5564926862716675,0.5090581178665161,0.551652193069458,0.46569544076919556,0.610532820224762,0.6514550447463989,0.6094241142272949,0.5722110867500305,0.607920229434967,0.5217486023902893,0.6064287424087524,0.48077964782714844,0.6444346308708191,0.6724663972854614,0.6547653675079346,0.6148531436920166,0.6596939563751221,0.5764327049255371,0.6628734469413757,0.5436899662017822
Hello,0.6111236810684204,0.8230196237564087,0.5616599321365356,0.8046902418136597,0.5184516906738281,0.7536405920982361,0.4828222990036011,0.7135510444641113,0.44879478216171265,0.6884337663650513,0.5437774062156677,0.6582680940628052,0.5233744382858276,0.5844768285751343,0.5101239681243896,0.5372112989425659,0.5001760125160217,0.4983944892883301,0.5763179063796997,0.6458488702774048,0.5644029974937439,0.5636470913887024,0.5564926862716675,0.5090581178665161,0.551652193069458,0.46569544076919556,0.610532820224762,0.6514550447463989,0.6094241142272949,0.5722110867500305,0.607920229434967,0.5217486023902893,0.6064287424087524,0.48077964782714844,0.6444346308708191,0.6724663972854614,0.6547653675079346,0.6148531436920166,0.6596939563751221,0.5764327049255371,0.6628734469413757,0.5436899662017822
Hello,0.6111236810684204,0.8230196237564087,0.5616599321365356,0.8046902418136597,0.5184516906738281,0.7536405920982361,0.4828222990036011,0.7135510444641113,0.44879478216171265,0.6884337663650513,0.5437774062156677,0.6582680940628052,0.5233744382858276,0.5844768285751343,0.5101239681243896,0.5372112989425659,0.5001760125160217,0.4983944892883301,0.5763179063796997,0.6458488702774048,0.5644029974937439,0.5636470913887024,0.5564926862716675,0.5090581178665161,0.551652193069458,0.46569544076919556,0.610532820224762,0.6514550447463989,0.6094241142272949,0.5722110867500305,0.607920229434967,0.5217486023902893,0.6064287424087524,0.48077964782714844,0.6444346308708191,0.6724663972854614,0.6547653675079346,0.6148531436920166,0.6596939563751221,0.5764327049255371,0.6628734469413757,0.5436899662017822
Hello,0.6045854687690735,0.7933199405670166,0.5563647150993347,0.7801920175552368,0.5148462057113647,0.7325688600540161,0.4802040755748749,0.6933773159980774,0.44574594497680664,0.6713859438896179,0.5364865660667419,0.6346005797386169,0.5151513814926147,0.5620383024215698,0.5019385814666748,0.5150921940803528,0.49147143959999084,0.4763543903827667,0.5683414340019226,0.6195831894874573,0.5563925504684448,0.5360667705535889,0.5485832095146179,0.4802921414375305,0.5429301857948303,0.4354945421218872,0.6019366383552551,0.6247884035110474,0.6000666618347168,0.5452539324760437,0.5987540483474731,0.49620321393013,0.5968844294548035,0.4554164409637451,0.635196328163147,0.6460955739021301,0.6467609405517578,0.587677538394928,0.6509488821029663,0.5480617880821228,0.6523842811584473,0.512303352355957
